fec_candidate_id,candidate_name,state,party,committee_id,committee_name,total_receipts,total_disbursements,cash_on_hand_end_period,cash_on_hand,debts_owed_by_committee,coverage_start_date,coverage_end_date,cycle,individual_contributions,individual_itemized_contributions,individual_unitemized_contributions,candidate_contribution,other_receipts,last_report_type_full,last_report_year,is_principal_committee,source_endpoint,candidate_status,load_date,office,candidate_status_priority,totals_scope
S6AL00500,"BURTON, MATTHEW SETH",AL,REP,C00935403,FRIENDS OF SETH BURTON,58254.23,31654.28,26599.95,26599.95,0.0,2025-12-20T00:00:00,2026-03-31T00:00:00,2026,50768.61,48465.61,2303.0,7485.62,0.0,APRIL QUARTERLY,2026,True,committee_totals,C,2026-04-08T21:14:48,S,0.0,latest_candidate_row_since_2025-01-01
S0AL00206,"BYRNE, BRADLEY ROBERTS",AL,REP,C00697417,"BYRNE FOR SENATE, INC.",0.0,0.0,3933.13,3933.13,0.0,2025-01-01T00:00:00,2026-03-31T00:00:00,2026,0.0,0.0,0.0,0.0,0.0,APRIL QUARTERLY,2026,True,committee_totals,P,2021-12-08T06:50:51,S,1.0,latest_candidate_row_since_2025-01-01
S6AL00443,"HUDSON, JARED",AL,REP,C00906453,HUDSON FOR ALABAMA,1403340.26,782943.87,620396.39,620396.39,56450.16,2025-05-28T00:00:00,2026-03-31T00:00:00,2026,1398224.05,1195319.97,202904.08,0.0,0.0,APRIL QUARTERLY,2026,True,committee_totals,C,2025-07-15T21:00:48,S,0.0,latest_candidate_row_since_2025-01-01
S6AL00450,"MARSHALL, STEVEN T",AL,REP,C00906545,STEVE MARSHALL FOR SENATE,1362193.3,844542.36,517650.94,517650.94,0.0,2025-05-29T00:00:00,2026-03-31T00:00:00,2026,1206008.91,1202186.69,3822.22,0.0,0.0,APRIL QUARTERLY,2026,True,committee_totals,C,2025-07-16T21:02:06,S,0.0,latest_candidate_row_since_2025-01-01
S0AL00289,"MERRILL, JOHN H",AL,REP,C00709477,FRIENDS OF JOHN H MERRILL FOR U S SENATE,0.0,8895.0,213440.78,213440.78,0.0,2025-01-01T00:00:00,2026-03-31T00:00:00,2026,0.0,0.0,0.0,0.0,0.0,APRIL QUARTERLY,2026,True,committee_totals,P,2021-12-08T06:50:51,S,1.0,latest_candidate_row_since_2025-01-01
S6AL00476,"MOORE, FELIX BARRY",AL,REP,C00720375,BARRY MOORE FOR U.S. SENATE,2173919.1,1454212.77,844837.99,844837.99,0.0,2025-01-01T00:00:00,2026-03-31T00:00:00,2026,1725503.05,1515550.46,209952.59,0.0,5661.25,APRIL QUARTERLY,2026,True,committee_totals,C,2025-09-02T21:03:03,S,0.0,latest_candidate_row_since_2025-01-01
S8AL00308,"STRANGE, LUTHER J III",AL,REP,C00629451,STRANGE FOR SENATE,0.0,3750.0,36043.2,36043.2,178713.5,2025-01-01T00:00:00,2025-12-31T00:00:00,2026,0.0,0.0,0.0,0.0,0.0,YEAR-END,2025,True,committee_totals,P,2021-12-08T06:50:51,S,1.0,latest_candidate_row_since_2025-01-01
S2AL00152,"TAYLOR, JESSICA",AL,REP,C00784066,JESSICA TAYLOR FOR SENATE INC.,0.0,0.0,3509.13,3509.13,175990.61,2025-01-01T00:00:00,2026-03-31T00:00:00,2026,0.0,0.0,0.0,0.0,0.0,APRIL QUARTERLY,2026,True,committee_totals,P,2023-03-09T10:16:03,S,1.0,latest_candidate_row_since_2025-01-01
S0AL00230,"TUBERVILLE, THOMAS H",AL,REP,C00701672,"TUBERVILLE FOR SENATE, INC.",724606.1,1165943.0,90993.57,90993.57,10158.63,2025-01-01T00:00:00,2026-03-31T00:00:00,2026,366845.08,191245.15,175599.93,0.0,0.0,APRIL QUARTERLY,2026,True,committee_totals,C,2025-08-26T21:03:22,S,0.0,latest_candidate_row_since_2025-01-01
S6AL00468,"WALKER, RODNEY",AL,REP,C00914218,COMMITTEE TO ELECT RODNEY WALKER,1997255.19,803477.6,1193777.59,1193777.59,1864000.0,2025-07-01T00:00:00,2026-03-31T00:00:00,2026,36626.03,36550.0,76.03,50000.0,0.0,APRIL QUARTERLY,2026,True,committee_totals,C,2025-10-18T21:00:34,S,0.0,latest_candidate_row_since_2025-01-01
S6AR00173,"DUNBAR, ETHAN N SR.",AR,DEM,C00916502,FRIENDS OF NOEL DBA ETHANFORARKANSAS,17461.7,22253.18,1110.62,1110.62,0.0,2025-09-02T00:00:00,2026-03-27T00:00:00,2026,16960.7,10991.89,5968.81,420.0,0.0,TERMINATION REPORT,2026,True,committee_totals,C,2026-02-21T20:57:22,S,0.0,latest_candidate_row_since_2025-01-01
S2AR00115,"JAMES, NATALIE",AR,DEM,C00778993,JAMES FOR ARKANSAS,0.0,0.0,215.31,215.31,5910.62,2025-01-01T00:00:00,2026-03-31T00:00:00,2026,0.0,0.0,0.0,0.0,0.0,APRIL QUARTERLY,2026,True,committee_totals,P,2023-03-09T10:16:03,S,1.0,latest_candidate_row_since_2025-01-01
S6AR00181,"RUSSELL, JAMES RICHARD MR III",AR,DEM,C00918136,COMMITTEE TO ELECT JAMES RUSSELL,3086.9,3186.9,0.0,0.0,798.0,2025-07-01T00:00:00,2025-11-15T00:00:00,2026,2086.9,1500.0,586.9,0.0,0.0,TERMINATION REPORT,2025,True,committee_totals,N,2025-09-02T21:03:03,S,2.0,latest_candidate_row_since_2025-01-01
S6AR00199,"SHOFFNER, HALLIE",AR,DEM,C00905471,HALLIE SHOFFNER FOR ARKANSAS,1589764.37,1011034.49,578729.88,578729.88,0.0,2025-07-01T00:00:00,2026-03-31T00:00:00,2026,1584211.27,917957.17,666254.1,0.0,40.0,APRIL QUARTERLY,2026,True,committee_totals,C,2025-10-18T21:00:34,S,0.0,latest_candidate_row_since_2025-01-01
S0AR00218,"WHITFIELD, DANIEL ALLEN",AR,DEM,C00726422,DANWHITCONGRESS,353.29,36.27,2194.25,2194.25,5039.84,2025-01-01T00:00:00,2026-03-31T00:00:00,2026,353.0,0.0,353.0,0.0,0.29,APRIL QUARTERLY,2026,True,committee_totals,N,2025-01-10T21:01:11,S,2.0,latest_candidate_row_since_2025-01-01
S6AR00207,"ASHBY, MICAH",AR,REP,C00919803,MICAH ASHBY FOR SENATE 2026,41161.53,126.26,754.4,754.4,734.4,2025-07-01T00:00:00,2026-02-11T00:00:00,2026,20.0,0.0,20.0,81.18,0.0,PRE-PRIMARY,2026,True,committee_totals,C,2026-02-09T20:58:28,S,0.0,latest_candidate_row_since_2025-01-01
S2AR00107,"BEQUETTE, JAKE MR.",AR,REP,C00784272,BEQUETTE FOR ARKANSAS,0.0,0.0,183.47,183.47,14953.71,2025-01-01T00:00:00,2026-03-31T00:00:00,2026,0.0,0.0,0.0,0.0,0.0,APRIL QUARTERLY,2026,True,committee_totals,P,2023-03-09T10:16:03,S,1.0,latest_candidate_row_since_2025-01-01
S0AR00150,"BOOZMAN, SEN. JOHN",AR,REP,C00476317,BOOZMAN FOR ARKANSAS,359638.54,199913.46,1270501.58,1270501.58,0.0,2025-01-01T00:00:00,2026-03-31T00:00:00,2026,96651.42,96250.0,401.42,0.0,38433.86,APRIL QUARTERLY,2026,True,committee_totals,C,2025-01-10T21:01:11,S,0.0,latest_candidate_row_since_2025-01-01
S4AR00103,"COTTON, THOMAS",AR,REP,C00499988,"COTTON FOR SENATE, INC.",5406039.51,3069823.75,9787085.59,9787085.59,73959.0,2025-01-01T00:00:00,2026-03-31T00:00:00,2026,2747248.07,2268061.28,479186.79,0.0,404831.47,APRIL QUARTERLY,2026,True,committee_totals,C,2026-04-22T22:27:56,S,0.0,latest_candidate_row_since_2025-01-01
S6AR00215,"LITTLE, JEB",AR,REP,C00926568,JEB LITTLE FOR SENATE,92531.55,92404.15,127.4,127.4,0.0,2025-11-07T00:00:00,2026-03-31T00:00:00,2026,8261.95,6990.16,1271.79,37139.1,0.0,TERMINATION REPORT,2026,True,committee_totals,C,2026-01-22T21:02:05,S,0.0,latest_candidate_row_since_2025-01-01
S4AZ00139,"GALLEGO, RUBEN",AZ,DEM,C00558627,GALLEGO FOR ARIZONA,3825377.22,2108123.24,1928406.68,1928406.68,0.0,2025-01-01T00:00:00,2026-03-31T00:00:00,2026,3135715.53,1511137.35,1624578.18,0.0,42815.43,APRIL QUARTERLY,2026,True,committee_totals,C,2025-02-12T21:01:49,S,0.0,latest_candidate_row_since_2025-01-01
S0AZ00350,"KELLY, MARK",AZ,DEM,C00696526,MARK KELLY FOR SENATE,35276811.97,17370707.12,22308538.42,22308538.42,0.0,2025-01-01T00:00:00,2026-03-31T00:00:00,2026,35013141.59,11259279.2,23753862.39,23.41,97287.8,APRIL QUARTERLY,2026,True,committee_totals,C,2025-07-15T21:00:48,S,0.0,latest_candidate_row_since_2025-01-01
S8AZ00197,"SINEMA, KYRSTEN",AZ,IND,C00508804,SINEMA FOR ARIZONA,162529.87,4439410.31,0.0,0.0,0.0,2025-01-01T00:00:00,2026-03-31T00:00:00,2026,0.0,0.0,0.0,0.0,79323.29,TERMINATION REPORT,2026,True,committee_totals,P,2025-03-18T15:34:07,S,1.0,latest_candidate_row_since_2025-01-01
S4AZ00261,"WILLIAMS, SARAH",AZ,LIB,C00871293,SARAH WILLIAMS FOR SENATE,0.0,453.63,0.0,0.0,0.0,2025-01-01T00:00:00,2025-03-17T00:00:00,2026,0.0,0.0,0.0,0.0,0.0,TERMINATION REPORT,2025,True,committee_totals,P,2025-03-18T15:34:07,S,1.0,latest_candidate_row_since_2025-01-01
S2AZ00356,"BRNOVICH, MARK MR.",AZ,REP,C00781898,BRNOVICH FOR SENATE,25.0,0.99,5180.66,5180.66,463173.45,2025-01-01T00:00:00,2026-03-31T00:00:00,2026,25.0,0.0,25.0,0.0,0.0,APRIL QUARTERLY,2026,True,committee_totals,P,2023-03-09T10:16:03,S,1.0,latest_candidate_row_since_2025-01-01
S2AZ00141,"FLAKE, JEFF",AZ,REP,C00347260,JEFF FLAKE FOR US SENATE INC.,0.0,8300.0,813052.48,813052.48,0.0,2025-01-01T00:00:00,2026-03-31T00:00:00,2026,0.0,0.0,0.0,0.0,0.0,APRIL QUARTERLY,2026,False,committee_totals,P,2021-12-08T06:50:51,S,1.0,latest_candidate_row_since_2025-01-01
S0AZ00251,"HAYWORTH, JD",AZ,REP,C00474825,RESTORING OUR AMERICAN REPUBLIC (ROAR PAC),0.0,0.0,0.0,0.0,27761.1,2025-01-01T00:00:00,2026-03-31T00:00:00,2026,0.0,0.0,0.0,,,APRIL QUARTERLY,2026,False,committee_totals,P,2021-12-08T06:50:51,S,1.0,latest_candidate_row_since_2025-01-01
S4AZ00220,"LAKE, KARI",AZ,REP,C00852343,KARI LAKE FOR SENATE,365326.02,112031.56,471507.94,471507.94,1007764.01,2025-01-01T00:00:00,2026-03-31T00:00:00,2026,217274.32,186734.74,30539.58,0.0,0.33,APRIL QUARTERLY,2026,True,committee_totals,P,2025-03-18T15:34:07,S,1.0,latest_candidate_row_since_2025-01-01
S4AZ00188,"LAMB, MARK",AZ,REP,C00837476,MARK LAMB FOR SENATE,0.0,3482.65,13141.29,13141.29,47400.96,2025-01-01T00:00:00,2026-03-31T00:00:00,2026,0.0,0.0,0.0,0.0,0.0,APRIL QUARTERLY,2026,True,committee_totals,P,2025-03-18T15:34:07,S,1.0,latest_candidate_row_since_2025-01-01
S2AZ00331,"LAMON, JIM MR",AZ,REP,C00778407,JIM LAMON FOR SENATE,0.0,0.0,4448.39,4448.39,18437111.07,2025-01-01T00:00:00,2026-03-31T00:00:00,2026,0.0,0.0,0.0,0.0,0.0,APRIL QUARTERLY,2026,True,committee_totals,P,2023-03-09T10:16:03,S,1.0,latest_candidate_row_since_2025-01-01
S2AZ00372,"MASTERS, BLAKE",AZ,REP,C00784165,BLAKE MASTERS FOR SENATE,0.0,0.0,0.0,0.0,0.0,2025-01-01T00:00:00,2025-02-21T00:00:00,2026,0.0,0.0,0.0,0.0,0.0,TERMINATION REPORT,2025,True,committee_totals,P,2023-03-09T10:16:03,S,1.0,latest_candidate_row_since_2025-01-01
S0AZ00376,"MCCARTHY, DANIEL",AZ,REP,C00717991,DEMAND DANIEL FOR US SENATE,700.0,1188.67,0.0,0.0,0.0,2025-01-01T00:00:00,2025-06-30T00:00:00,2026,0.0,0.0,0.0,0.0,0.0,TERMINATION REPORT,2025,True,committee_totals,P,2021-12-08T06:50:51,S,1.0,latest_candidate_row_since_2025-01-01
S2AZ00349,"MCGUIRE, MICHAEL MICK",AZ,REP,C00780791,MCGUIRE FOR ARIZONA,0.0,0.0,2615.92,2615.92,450705.0,2025-01-01T00:00:00,2026-03-31T00:00:00,2026,0.0,0.0,0.0,0.0,0.0,APRIL QUARTERLY,2026,True,committee_totals,P,2023-03-09T10:16:03,S,1.0,latest_candidate_row_since_2025-01-01
S8AZ00221,"MCSALLY, MARTHA",AZ,REP,C00666040,MCSALLY PAC,2415.79,2549.87,0.0,0.0,0.0,2025-01-01T00:00:00,2025-03-31T00:00:00,2026,2415.79,2415.79,0.0,,,TERMINATION REPORT,2025,False,committee_totals,P,2021-12-08T06:50:51,S,1.0,latest_candidate_row_since_2025-01-01
S6AZ00217,"MELUSKEY, ALEXANDER",AZ,REP,C00574350,MELUSKEY FOR US SENATE INC,0.0,0.0,6159.0,6159.0,791373.02,2025-01-01T00:00:00,2026-03-31T00:00:00,2026,0.0,0.0,0.0,0.0,0.0,APRIL QUARTERLY,2026,True,committee_totals,P,2021-12-08T06:50:51,S,1.0,latest_candidate_row_since_2025-01-01
S4AZ00212,"WHITE, ALAN MR",AZ,REP,C00849505,ALAN WHITE FORUS SEN 24,0.0,0.0,0.0,0.0,0.0,2026-01-01T00:00:00,2026-03-31T00:00:00,2026,0.0,0.0,0.0,0.0,0.0,TERMINATION REPORT,2026,True,committee_totals,N,2024-03-05T21:00:08,S,2.0,latest_candidate_row_since_2025-01-01
S8AZ00379,"WILLS, LONNIE MR.",AZ,REP,C00904268,LONNIE WILLS FOR US SENATOR 2028,0.0,0.0,0.0,0.0,0.0,2026-04-01T00:00:00,2026-04-15T00:00:00,2026,0.0,0.0,0.0,0.0,0.0,TERMINATION REPORT,2026,True,committee_totals,N,2025-05-05T21:00:34,S,2.0,latest_candidate_row_since_2025-01-01
S4CA00845,"GILANI, SEPI",CA,DEM,C00854109,SEPI GILANI US SENATE 2024,0.0,659.88,1545.4,1545.4,0.0,2025-01-01T00:00:00,2026-03-31T00:00:00,2026,0.0,0.0,0.0,0.0,0.0,APRIL QUARTERLY,2026,True,committee_totals,P,2025-03-18T15:34:07,S,1.0,latest_candidate_row_since_2025-01-01
S4CA00688,"INAM, ZAFAR",CA,DEM,C00843722,INAM FOR US SENATE,0.0,436.0,0.0,0.0,0.0,2025-01-01T00:00:00,2025-11-06T00:00:00,2026,0.0,0.0,0.0,0.0,0.0,TERMINATION REPORT,2025,True,committee_totals,N,2023-07-10T21:05:09,S,2.0,latest_candidate_row_since_2025-01-01
S4CA00589,"LEE, BARBARA",CA,DEM,C00833608,BARBARA LEE FOR US SENATE,58793.47,101297.95,6287.5,6287.5,88970.64,2025-01-01T00:00:00,2026-03-31T00:00:00,2026,27344.6,26850.0,494.6,0.0,3850.52,APRIL QUARTERLY,2026,True,committee_totals,P,2025-03-18T15:34:07,S,1.0,latest_candidate_row_since_2025-01-01
S2CA00955,"PADILLA, ALEX",CA,DEM,C00765164,ALEX PADILLA FOR SENATE,1295140.53,735698.21,7202297.34,7202297.34,0.0,2025-01-01T00:00:00,2026-03-31T00:00:00,2026,809976.49,278328.0,531648.49,0.0,81.6,APRIL QUARTERLY,2026,True,committee_totals,C,2025-01-10T21:01:11,S,0.0,latest_candidate_row_since_2025-01-01
S4CA00522,"PORTER, KATHERINE",CA,DEM,C00831107,KATIE PORTER FOR SENATE,210787.93,1624451.71,0.0,0.0,0.0,2025-01-01T00:00:00,2025-08-15T00:00:00,2026,0.0,0.0,0.0,0.0,170112.67,TERMINATION REPORT,2025,True,committee_totals,P,2025-03-18T15:34:07,S,1.0,latest_candidate_row_since_2025-01-01
S4CA00613,"RAB, AEJAZ ( RAJI )",CA,DEM,C00835678,RAJI RAB FOR U.S. SENATE,0.0,90.0,-464.85,-464.85,10000.0,2025-01-01T00:00:00,2026-03-31T00:00:00,2026,0.0,0.0,0.0,0.0,0.0,APRIL QUARTERLY,2026,True,committee_totals,P,2025-03-18T15:34:07,S,1.0,latest_candidate_row_since_2025-01-01
S4CA00704,"ROSE, JOHN",CA,DEM,C00844654,ROSE FOR US,0.0,0.0,125.0,125.0,6317.73,2025-01-01T00:00:00,2025-02-16T00:00:00,2026,0.0,0.0,0.0,0.0,0.0,TERMINATION REPORT,2025,True,committee_totals,P,2025-03-18T15:34:07,S,1.0,latest_candidate_row_since_2025-01-01
S4CA00712,"ROSE, JOHN DAVID",CA,DEM,C00844654,ROSE FOR US,0.0,0.0,125.0,125.0,6317.73,2025-01-01T00:00:00,2025-02-16T00:00:00,2026,0.0,0.0,0.0,0.0,0.0,TERMINATION REPORT,2025,True,committee_totals,P,2025-03-18T15:34:07,S,1.0,latest_candidate_row_since_2025-01-01
S6CA00691,"SANCHEZ, LORETTA",CA,DEM,C00578344,LORETTA SANCHEZ FOR SENATE,0.0,1267.05,1642.59,1642.59,0.0,2025-01-01T00:00:00,2026-03-31T00:00:00,2026,0.0,0.0,0.0,0.0,0.0,APRIL QUARTERLY,2026,True,committee_totals,P,2021-12-08T06:50:51,S,1.0,latest_candidate_row_since_2025-01-01
S4CA00555,"SCHIFF, ADAM",CA,DEM,C00343871,SCHIFF FOR SENATE,7793490.82,4210120.6,9964396.84,9964396.84,0.0,2025-01-01T00:00:00,2026-03-31T00:00:00,2026,6461264.46,2359692.48,4101571.98,0.0,348353.64,APRIL QUARTERLY,2026,True,committee_totals,C,2025-10-15T21:01:51,S,0.0,latest_candidate_row_since_2025-01-01
S2CA01276,"URSICH, TIMOTHY J DR",CA,DEM,C00808477,THE COMMITTEE TO ELECT DR. TIMOTHY J. URSICH JR,0.0,0.0,14010.95,14010.95,15388.46,2025-01-01T00:00:00,2026-03-31T00:00:00,2026,0.0,0.0,0.0,0.0,0.0,APRIL QUARTERLY,2026,True,committee_totals,P,2023-03-09T10:16:03,S,1.0,latest_candidate_row_since_2025-01-01
S4CA00761,"SINGH, MAJOR",CA,NOP,C00808436,MAJOR SINGH FOR CALIFORNIA,0.0,150.0,363.7,363.7,21154.32,2025-01-01T00:00:00,2026-03-31T00:00:00,2026,0.0,0.0,0.0,0.0,0.0,APRIL QUARTERLY,2026,True,committee_totals,N,2024-01-25T20:59:35,S,2.0,latest_candidate_row_since_2025-01-01
S8CA00515,"BRADLEY, JAMES",CA,REP,C00674085,JAMES BRADLEY FOR US SENATE,1175.01,17727.56,499.69,499.69,245.0,2025-01-01T00:00:00,2026-03-31T00:00:00,2026,10.0,0.0,10.0,1040.0,63.94,APRIL QUARTERLY,2026,True,committee_totals,C,2025-05-28T20:59:43,S,0.0,latest_candidate_row_since_2025-01-01
S4CA00639,"EARLY, ERIC",CA,REP,C00837526,ERIC EARLY FOR U.S. SENATE 2024,0.0,450.0,1615.43,1615.43,160635.57,2025-01-01T00:00:00,2026-03-31T00:00:00,2026,0.0,0.0,0.0,0.0,0.0,APRIL QUARTERLY,2026,True,committee_totals,P,2025-03-18T15:34:07,S,1.0,latest_candidate_row_since_2025-01-01
S4CA00803,"GARVEY, STEVE",CA,REP,C00852897,THE GARVEY LEADERSHIP PAC,118.08,32626.79,548460.52,548460.52,0.0,2025-01-01T00:00:00,2026-03-31T00:00:00,2026,0.0,0.0,0.0,,,APRIL QUARTERLY,2026,False,committee_totals,P,2025-03-18T15:34:07,S,1.0,latest_candidate_row_since_2025-01-01
S4CA00407,"GARY-PANDOL, DENICE LYN MS.",CA,REP,C00809384,DENICE GARY-PANDOL FOR UNITED STATES SENATE CALIFORNIA 2024,0.0,0.0,456.44,456.44,11624.14,2025-01-01T00:00:00,2026-03-31T00:00:00,2026,0.0,0.0,0.0,0.0,0.0,APRIL QUARTERLY,2026,True,committee_totals,P,2025-03-18T15:34:07,S,1.0,latest_candidate_row_since_2025-01-01
S2CA00872,"LIEW, SARAH SUN DR.",CA,REP,C00721787,DR. SARAH SUN LIEW FOR U.S. SENATE,0.0,0.0,-57.93,-57.93,292059.24,2025-01-01T00:00:00,2025-12-31T00:00:00,2026,0.0,0.0,0.0,0.0,0.0,YEAR-END,2025,True,committee_totals,N,2026-04-19T21:14:10,S,2.0,latest_candidate_row_since_2025-01-01
S4CA00670,"REISS, JONATHAN",CA,REP,C00789776,"REISS FOR US SENATE, INC.",206.03,131.21,114.03,114.03,14017.12,2025-01-01T00:00:00,2026-03-31T00:00:00,2026,206.03,0.0,206.03,0.0,0.0,APRIL QUARTERLY,2026,True,committee_totals,P,2025-03-18T15:34:07,S,1.0,latest_candidate_row_since_2025-01-01
S2CA01094,"WILLIAMS, CORDIE LEE DR.",CA,REP,C00791509,DRCORDIE4SENATE,0.0,0.0,0.0,0.0,44900.0,2025-01-01T00:00:00,2026-03-31T00:00:00,2026,0.0,0.0,0.0,0.0,0.0,APRIL QUARTERLY,2026,True,committee_totals,P,2023-03-09T10:16:03,S,1.0,latest_candidate_row_since_2025-01-01
S6CO00515,"POND, SEAN M.",CO,CON,C00933259,SEAN M. POND FOR US SENATE,29537.18,12693.74,16843.44,16843.44,0.0,2026-01-01T00:00:00,2026-03-31T00:00:00,2026,29537.18,23145.12,6392.06,0.0,0.0,APRIL QUARTERLY,2026,True,committee_totals,C,2026-04-18T21:13:41,S,0.0,latest_candidate_row_since_2025-01-01
S0CO00211,"BENNET, MICHAEL F.",CO,DEM,C00458398,BENNET FOR COLORADO,207237.02,453442.33,220650.23,220650.23,374819.0,2025-01-01T00:00:00,2026-03-31T00:00:00,2026,133177.49,87945.56,45231.93,0.0,17419.28,APRIL QUARTERLY,2026,True,committee_totals,C,2025-01-10T21:01:11,S,0.0,latest_candidate_row_since_2025-01-01
S6CO00408,"BRESLIN, KAREN",CO,DEM,C00897488,BRESLIN FOR US SENATE,164777.91,155619.71,9158.2,9158.2,0.0,2025-01-01T00:00:00,2026-03-31T00:00:00,2026,158107.34,54994.74,103112.6,573.82,0.0,APRIL QUARTERLY,2026,True,committee_totals,C,2025-07-16T21:02:06,S,0.0,latest_candidate_row_since_2025-01-01
S6CO00499,"GONZALES, JULIE",CO,DEM,C00929794,JULIE FOR COLORADO,443494.98,329433.96,114061.02,114061.02,0.0,2025-12-08T00:00:00,2026-03-31T00:00:00,2026,437982.13,309103.27,128878.86,0.0,3.1,APRIL QUARTERLY,2026,True,committee_totals,C,2026-02-09T20:58:28,S,0.0,latest_candidate_row_since_2025-01-01
S6CO00473,"HASLEY, BRASHAD D",CO,DEM,C00916403,BRASHAD HASLEY FOR US SENATE,20335.73,20335.73,0.0,0.0,0.0,2025-07-01T00:00:00,2026-02-11T00:00:00,2026,1082.26,500.0,582.26,1500.0,0.0,TERMINATION REPORT,2026,True,committee_totals,C,2025-10-08T21:01:45,S,0.0,latest_candidate_row_since_2025-01-01
S0CO00575,"HICKENLOOPER, JOHN W.",CO,DEM,C00716720,HICKENLOOPER FOR COLORADO,6818283.07,4217907.35,4036008.7,4036008.7,0.0,2025-01-01T00:00:00,2026-03-31T00:00:00,2026,4920780.46,3807354.17,1113426.29,0.0,86238.41,APRIL QUARTERLY,2026,True,committee_totals,C,2025-06-04T21:01:31,S,0.0,latest_candidate_row_since_2025-01-01
